Date,Visitors,Visits,Page Views,
24-Dec-08,"101,466","131,906","152,199",
24-Dec-08,"104,785","136,220","157,177",
24-Dec-08,"99,358","129,165","149,037",
24-Dec-08,"101,276","131,658","151,914",
24-Dec-08,"98,401","127,922","147,602",
25-Dec-08,"98,579","128,153","147,869",
25-Dec-08,"98,023","127,430","147,034",
25-Dec-08,"101,566","132,036","152,349",
25-Dec-08,"106,091","137,918","159,136",
25-Dec-08,"97,582","126,857","146,373",
25-Dec-08,"104,108","135,340","156,162",
25-Dec-08,"100,968","131,258","151,452",
25-Dec-08,"99,487","129,333","149,230",
25-Dec-08,"98,708","128,321","148,063",
25-Dec-08,"104,797","136,236","157,196",
25-Dec-08,"103,776","134,909","155,664",
25-Dec-08,"104,111","135,344","156,166",
25-Dec-08,"104,578","135,952","156,867",
25-Dec-08,"102,330","133,029","153,495",
26-Dec-08,"106,148","137,993","159,223",
26-Dec-08,"101,109","131,442","151,664",
26-Dec-08,"102,771","133,602","154,157",
26-Dec-08,"102,051","132,666","153,076",
26-Dec-08,"100,310","130,402","150,464",
26-Dec-08,"101,725","132,243","152,588",
26-Dec-08,"106,487","138,433","159,731",
26-Dec-08,"98,580","128,154","147,870",
26-Dec-08,"105,279","136,863","157,919",
26-Dec-08,"97,403","126,624","146,105",
26-Dec-08,"98,076","127,498","147,114",
26-Dec-08,"101,656","132,152","152,483",
26-Dec-08,"102,473","133,215","153,710",
26-Dec-08,"102,902","133,773","154,353",
27-Dec-08,"101,127","131,465","151,690",
27-Dec-08,"105,150","136,695","157,724",
27-Dec-08,"101,479","131,922","152,218",
27-Dec-08,"97,048","126,163","145,572",
27-Dec-08,"98,454","127,990","147,681",
27-Dec-08,"102,709","133,522","154,063",
27-Dec-08,"101,175","131,528","151,763",
27-Dec-08,"104,523","135,880","156,784",
27-Dec-08,"103,665","134,765","155,498",
27-Dec-08,"101,772","132,303","152,658",
27-Dec-08,"106,238","138,109","159,357",
27-Dec-08,"98,633","128,223","147,949",
27-Dec-08,"97,982","127,376","146,972",
27-Dec-08,"97,120","126,256","145,681",
28-Dec-08,"99,509","129,362","149,264",
28-Dec-08,"101,488","131,934","152,232",
28-Dec-08,"97,023","126,130","145,534",
28-Dec-08,"100,110","130,143","150,165",
28-Dec-08,"102,487","133,233","153,730",
28-Dec-08,"103,373","134,385","155,060",
28-Dec-08,"106,294","138,183","159,442",
28-Dec-08,"105,946","137,730","158,919",
28-Dec-08,"101,485","131,930","152,227",
28-Dec-08,"97,961","127,350","146,942",
28-Dec-08,"100,440","130,572","150,660",
28-Dec-08,"99,748","129,672","149,622",
28-Dec-08,"100,345","130,449","150,518",
28-Dec-08,"105,837","137,588","158,755",
29-Dec-08,"104,338","135,639","156,507",
29-Dec-08,"100,255","130,331","150,382",
29-Dec-08,"104,257","135,534","156,385",
29-Dec-08,"97,243","126,416","145,865",
29-Dec-08,"100,702","130,913","151,054",
29-Dec-08,"97,208","126,370","145,812",
29-Dec-08,"104,862","136,321","157,293",
29-Dec-08,"99,820","129,766","149,730",
29-Dec-08,"97,961","127,349","146,941",
29-Dec-08,"103,338","134,339","155,007",
29-Dec-08,"99,362","129,171","149,043",
29-Dec-08,"100,587","130,763","150,880",
29-Dec-08,"101,581","132,056","152,372",
29-Dec-08,"97,130","126,269","145,695",
30-Dec-08,"100,584","130,759","150,875",
30-Dec-08,"98,122","127,558","147,183",
30-Dec-08,"102,201","132,861","153,301",
30-Dec-08,"104,951","136,436","157,426",
30-Dec-08,"103,092","134,019","154,637",
30-Dec-08,"99,730","129,649","149,595",
30-Dec-08,"100,898","131,168","151,347",
30-Dec-08,"97,142","126,284","145,712",
30-Dec-08,"105,670","137,372","158,506",
30-Dec-08,"102,409","133,132","153,614",
30-Dec-08,"101,781","132,315","152,672",
30-Dec-08,"98,194","127,653","147,292",
30-Dec-08,"102,310","133,003","153,465",
30-Dec-08,"101,796","132,335","152,694",
31-Dec-08,"101,081","131,405","151,621",
31-Dec-08,"98,943","128,625","148,414",
31-Dec-08,"104,471","135,812","156,706",
31-Dec-08,"103,190","134,147","154,785",
31-Dec-08,"105,556","137,222","158,334",
31-Dec-08,"103,337","134,338","155,005",
31-Dec-08,"101,411","131,835","152,117",
31-Dec-08,"99,220","128,986","148,830",
31-Dec-08,"98,743","128,366","148,115",
31-Dec-08,"97,479","126,722","146,218",
31-Dec-08,"104,507","135,859","156,761",
31-Dec-08,"106,519","138,475","159,779",
31-Dec-08,"98,917","128,593","148,376",
31-Dec-08,"100,187","130,243","150,280",
1-Jan-09,"114,997","149,496","172,496",
1-Jan-09,"109,885","142,851","164,828",
1-Jan-09,"107,196","139,355","160,794",
1-Jan-09,"112,773","146,604","169,159",
1-Jan-09,"112,525","146,282","168,787",
1-Jan-09,"113,277","147,260","169,915",
1-Jan-09,"112,415","146,139","168,622",
1-Jan-09,"115,221","149,787","172,831",
1-Jan-09,"111,127","144,465","166,690",
1-Jan-09,"113,197","147,156","169,795",
2-Jan-09,"113,385","147,400","170,077",
2-Jan-09,"113,552","147,618","170,328",
2-Jan-09,"112,106","145,738","168,159",
2-Jan-09,"108,744","141,367","163,116",
2-Jan-09,"115,299","149,889","172,949",
2-Jan-09,"108,927","141,605","163,391",
2-Jan-09,"107,820","140,165","161,729",
2-Jan-09,"107,478","139,721","161,216",
2-Jan-09,"110,075","143,098","165,113",
2-Jan-09,"109,321","142,117","163,981",
2-Jan-09,"114,076","148,299","171,114",
3-Jan-09,"107,791","140,129","161,687",
3-Jan-09,"115,955","150,741","173,932",
3-Jan-09,"114,607","148,989","171,911",
3-Jan-09,"116,029","150,838","174,044",
3-Jan-09,"111,235","144,605","166,852",
3-Jan-09,"107,275","139,457","160,912",
3-Jan-09,"111,446","144,880","167,169",
3-Jan-09,"112,061","145,679","168,091",
3-Jan-09,"113,346","147,350","170,019",
3-Jan-09,"114,362","148,670","171,543",
3-Jan-09,"115,915","150,690","173,873",
3-Jan-09,"110,829","144,078","166,244",
4-Jan-09,"114,661","149,059","171,992",
4-Jan-09,"115,838","150,589","173,757",
4-Jan-09,"107,208","139,370","160,812",
4-Jan-09,"113,882","148,047","170,823",
4-Jan-09,"115,561","150,230","173,342",
4-Jan-09,"110,135","143,175","165,202",
4-Jan-09,"115,304","149,895","172,956",
4-Jan-09,"111,176","144,529","166,764",
4-Jan-09,"115,607","150,290","173,411",
4-Jan-09,"113,303","147,294","169,954",
4-Jan-09,"113,022","146,929","169,533",
4-Jan-09,"116,152","150,998","174,228",
5-Jan-09,"114,500","148,851","171,751",
5-Jan-09,"111,566","145,036","167,349",
5-Jan-09,"114,020","148,225","171,029",
5-Jan-09,"110,841","144,094","166,262",
5-Jan-09,"111,290","144,677","166,934",
5-Jan-09,"110,721","143,938","166,082",
5-Jan-09,"115,681","150,385","173,522",
5-Jan-09,"108,668","141,268","163,001",
5-Jan-09,"115,278","149,862","172,917",
5-Jan-09,"112,360","146,068","168,540",
5-Jan-09,"112,096","145,725","168,144",
5-Jan-09,"112,985","146,880","169,477",
5-Jan-09,"109,771","142,702","164,657",
6-Jan-09,"108,782","141,417","163,173",
6-Jan-09,"115,702","150,413","173,553",
6-Jan-09,"111,209","144,571","166,813",
6-Jan-09,"108,558","141,125","162,837",
6-Jan-09,"111,535","144,996","167,303",
6-Jan-09,"113,821","147,967","170,731",
6-Jan-09,"113,391","147,409","170,087",
6-Jan-09,"109,462","142,300","164,192",
6-Jan-09,"108,994","141,693","163,491",
6-Jan-09,"111,555","145,021","167,332",
6-Jan-09,"111,314","144,708","166,970",
7-Jan-09,"115,675","150,378","173,513",
7-Jan-09,"113,185","147,141","169,778",
7-Jan-09,"113,216","147,180","169,824",
7-Jan-09,"115,542","150,204","173,312",
7-Jan-09,"112,050","145,665","168,075",
7-Jan-09,"109,410","142,233","164,115",
7-Jan-09,"111,711","145,224","167,566",
7-Jan-09,"107,939","140,321","161,909",
7-Jan-09,"111,394","144,812","167,091",
7-Jan-09,"109,692","142,600","164,539",
7-Jan-09,"108,559","141,126","162,838",
7-Jan-09,"109,377","142,190","164,065",
8-Jan-09,"108,873","141,536","163,310",
8-Jan-09,"115,646","150,340","173,469",
8-Jan-09,"107,491","139,739","161,237",
8-Jan-09,"109,487","142,333","164,230",
8-Jan-09,"115,879","150,642","173,818",
8-Jan-09,"107,616","139,901","161,424",
8-Jan-09,"113,538","147,599","170,307",
8-Jan-09,"108,860","141,518","163,290",
8-Jan-09,"110,071","143,092","165,106",
8-Jan-09,"110,575","143,747","165,862",
9-Jan-09,"115,988","150,784","173,981",
9-Jan-09,"110,152","143,198","165,228",
9-Jan-09,"115,896","150,664","173,844",
9-Jan-09,"112,970","146,861","169,455",
9-Jan-09,"112,077","145,700","168,115",
9-Jan-09,"113,396","147,415","170,095",
9-Jan-09,"107,962","140,351","161,943",
9-Jan-09,"114,219","148,485","171,329",
9-Jan-09,"108,550","141,115","162,825",
9-Jan-09,"110,884","144,149","166,326",
9-Jan-09,"113,759","147,887","170,639",
9-Jan-09,"109,058","141,776","163,587",
9-Jan-09,"108,176","140,629","162,264",
10-Jan-09,"115,782","150,517","173,673",
10-Jan-09,"114,506","148,857","171,759",
10-Jan-09,"115,016","149,521","172,524",
10-Jan-09,"113,962","148,150","170,943",
10-Jan-09,"109,108","141,840","163,662",
10-Jan-09,"115,445","150,079","173,168",
10-Jan-09,"110,331","143,431","165,497",
10-Jan-09,"110,696","143,905","166,044",
10-Jan-09,"112,020","145,626","168,029",
10-Jan-09,"110,712","143,925","166,067",
10-Jan-09,"110,640","143,832","165,960",
10-Jan-09,"113,799","147,938","170,698",
11-Jan-09,"112,795","146,634","169,193",
11-Jan-09,"113,833","147,982","170,749",
11-Jan-09,"115,695","150,404","173,543",
11-Jan-09,"114,213","148,477","171,320",
11-Jan-09,"108,252","140,728","162,378",
11-Jan-09,"109,297","142,086","163,945",
11-Jan-09,"110,254","143,331","165,382",
11-Jan-09,"112,163","145,812","168,245",
11-Jan-09,"112,006","145,608","168,009",
11-Jan-09,"108,200","140,660","162,300",
11-Jan-09,"115,408","150,030","173,112",
11-Jan-09,"115,268","149,848","172,902",
11-Jan-09,"112,315","146,010","168,473",
12-Jan-09,"108,249","140,724","162,374",
12-Jan-09,"109,604","142,485","164,406",
12-Jan-09,"109,580","142,454","164,370",
12-Jan-09,"107,972","140,364","161,958",
12-Jan-09,"110,010","143,013","165,015",
12-Jan-09,"111,430","144,859","167,145",
12-Jan-09,"115,880","150,643","173,819",
12-Jan-09,"112,730","146,549","169,095",
12-Jan-09,"114,096","148,325","171,144",
13-Jan-09,"110,050","143,065","165,075",
13-Jan-09,"113,972","148,163","170,958",
13-Jan-09,"113,557","147,625","170,336",
13-Jan-09,"112,714","146,528","169,071",
13-Jan-09,"114,773","149,205","172,160",
13-Jan-09,"110,320","143,416","165,480",
13-Jan-09,"108,583","141,158","162,875",
13-Jan-09,"109,964","142,953","164,946",
13-Jan-09,"111,830","145,379","167,745",
13-Jan-09,"114,035","148,246","171,053",
13-Jan-09,"115,621","150,307","173,431",
13-Jan-09,"116,121","150,957","174,182",
13-Jan-09,"111,043","144,356","166,564",
14-Jan-09,"109,690","142,597","164,535",
14-Jan-09,"115,738","150,460","173,608",
14-Jan-09,"108,361","140,869","162,541",
14-Jan-09,"112,915","146,789","169,372",
14-Jan-09,"107,228","139,397","160,842",
14-Jan-09,"109,327","142,125","163,990",
14-Jan-09,"111,299","144,689","166,948",
14-Jan-09,"112,845","146,699","169,268",
14-Jan-09,"113,764","147,893","170,646",
14-Jan-09,"111,145","144,488","166,717",
14-Jan-09,"115,567","150,237","173,350",
14-Jan-09,"116,060","150,878","174,090",
15-Jan-09,"113,248","147,222","169,871",
15-Jan-09,"109,584","142,459","164,375",
15-Jan-09,"112,482","146,226","168,723",
15-Jan-09,"110,991","144,288","166,486",
15-Jan-09,"113,142","147,085","169,713",
15-Jan-09,"109,274","142,057","163,912",
15-Jan-09,"110,256","143,333","165,384",
15-Jan-09,"107,878","140,241","161,817",
15-Jan-09,"109,150","141,895","163,725",
15-Jan-09,"109,745","142,668","164,617",
15-Jan-09,"111,140","144,483","166,711",
15-Jan-09,"112,381","146,095","168,571",
15-Jan-09,"108,286","140,772","162,429",
16-Jan-09,"108,131","140,571","162,197",
16-Jan-09,"115,121","149,657","172,682",
16-Jan-09,"115,685","150,391","173,528",
16-Jan-09,"107,694","140,002","161,541",
16-Jan-09,"114,364","148,673","171,546",
16-Jan-09,"107,241","139,413","160,862",
16-Jan-09,"115,160","149,709","172,741",
16-Jan-09,"114,610","148,993","171,915",
16-Jan-09,"112,168","145,818","168,251",
16-Jan-09,"107,507","139,759","161,261",
16-Jan-09,"109,770","142,701","164,655",
16-Jan-09,"107,739","140,060","161,608",
16-Jan-09,"113,785","147,920","170,677",
17-Jan-09,"113,079","147,003","169,619",
17-Jan-09,"116,180","151,034","174,270",
17-Jan-09,"107,613","139,897","161,420",
17-Jan-09,"113,277","147,260","169,916",
17-Jan-09,"110,876","144,139","166,314",
17-Jan-09,"108,334","140,834","162,500",
17-Jan-09,"110,451","143,586","165,676",
17-Jan-09,"108,696","141,304","163,043",
17-Jan-09,"114,178","148,431","171,266",
18-Jan-09,"116,168","151,019","174,252",
18-Jan-09,"110,572","143,744","165,858",
18-Jan-09,"115,177","149,730","172,765",
18-Jan-09,"114,663","149,061","171,994",
18-Jan-09,"108,424","140,951","162,636",
18-Jan-09,"113,760","147,887","170,639",
18-Jan-09,"114,358","148,665","171,537",
18-Jan-09,"112,884","146,749","169,326",
18-Jan-09,"108,663","141,262","162,995",
18-Jan-09,"109,356","142,162","164,033",
18-Jan-09,"113,345","147,348","170,017",
18-Jan-09,"112,268","145,948","168,402",
18-Jan-09,"114,627","149,015","171,940",
18-Jan-09,"113,235","147,206","169,853",
19-Jan-09,"109,867","142,827","164,800",
19-Jan-09,"114,330","148,629","171,495",
19-Jan-09,"116,140","150,983","174,211",
19-Jan-09,"114,109","148,342","171,164",
19-Jan-09,"113,899","148,069","170,848",
19-Jan-09,"114,722","149,138","172,082",
19-Jan-09,"111,791","145,328","167,687",
19-Jan-09,"111,582","145,056","167,372",
19-Jan-09,"114,627","149,015","171,940",
19-Jan-09,"113,471","147,512","170,206",
19-Jan-09,"113,195","147,154","169,793",
19-Jan-09,"115,125","149,663","172,688",
19-Jan-09,"114,365","148,674","171,547",
20-Jan-09,"109,753","142,679","164,629",
20-Jan-09,"115,772","150,503","173,658",
20-Jan-09,"113,921","148,098","170,882",
20-Jan-09,"107,447","139,681","161,170",
20-Jan-09,"111,650","145,145","167,475",
20-Jan-09,"110,492","143,640","165,738",
20-Jan-09,"115,723","150,439","173,584",
20-Jan-09,"113,495","147,544","170,243",
20-Jan-09,"111,202","144,562","166,803",
20-Jan-09,"112,815","146,660","169,223",
20-Jan-09,"109,992","142,990","164,988",
21-Jan-09,"111,212","144,576","166,818",
21-Jan-09,"112,438","146,170","168,657",
21-Jan-09,"111,900","145,470","167,850",
21-Jan-09,"109,940","142,922","164,910",
21-Jan-09,"114,269","148,550","171,404",
21-Jan-09,"108,089","140,516","162,134",
21-Jan-09,"109,259","142,036","163,888",
21-Jan-09,"109,097","141,826","163,645",
21-Jan-09,"113,758","147,886","170,637",
21-Jan-09,"113,052","146,968","169,579",
21-Jan-09,"110,428","143,556","165,642",
21-Jan-09,"110,300","143,390","165,451",
21-Jan-09,"108,581","141,155","162,871",
22-Jan-09,"107,148","139,292","160,721",
22-Jan-09,"107,142","139,284","160,712",
22-Jan-09,"114,181","148,435","171,272",
22-Jan-09,"110,296","143,385","165,444",
22-Jan-09,"114,072","148,293","171,107",
22-Jan-09,"110,551","143,717","165,827",
22-Jan-09,"115,624","150,312","173,437",
22-Jan-09,"112,483","146,228","168,725",
22-Jan-09,"108,723","141,339","163,084",
22-Jan-09,"113,677","147,781","170,516",
23-Jan-09,"112,013","145,616","168,019",
23-Jan-09,"112,902","146,773","169,354",
23-Jan-09,"113,392","147,410","170,089",
23-Jan-09,"112,476","146,219","168,714",
23-Jan-09,"109,295","142,083","163,942",
23-Jan-09,"110,235","143,305","165,352",
23-Jan-09,"111,199","144,559","166,799",
23-Jan-09,"110,995","144,294","166,493",
23-Jan-09,"108,036","140,447","162,054",
24-Jan-09,"107,437","139,668","161,156",
24-Jan-09,"114,114","148,348","171,171",
24-Jan-09,"109,732","142,651","164,598",
24-Jan-09,"112,344","146,047","168,516",
24-Jan-09,"110,254","143,331","165,381",
24-Jan-09,"115,007","149,509","172,510",
24-Jan-09,"110,093","143,121","165,140",
24-Jan-09,"114,868","149,328","172,302",
24-Jan-09,"107,105","139,236","160,657",
24-Jan-09,"109,054","141,770","163,581",
24-Jan-09,"108,917","141,592","163,375",
24-Jan-09,"112,706","146,517","169,058",
25-Jan-09,"115,082","149,607","172,623",
25-Jan-09,"107,913","140,287","161,869",
25-Jan-09,"113,869","148,030","170,804",
25-Jan-09,"113,399","147,419","170,098",
25-Jan-09,"114,079","148,303","171,119",
25-Jan-09,"111,141","144,483","166,711",
25-Jan-09,"110,979","144,273","166,469",
25-Jan-09,"108,208","140,670","162,312",
25-Jan-09,"108,038","140,450","162,057",
25-Jan-09,"114,446","148,780","171,669",
25-Jan-09,"110,655","143,852","165,983",
25-Jan-09,"113,300","147,290","169,950",
26-Jan-09,"107,547","139,812","161,321",
26-Jan-09,"116,046","150,860","174,070",
26-Jan-09,"112,632","146,422","168,948",
26-Jan-09,"107,593","139,871","161,389",
26-Jan-09,"112,366","146,076","168,549",
26-Jan-09,"110,102","143,133","165,153",
26-Jan-09,"110,843","144,096","166,264",
26-Jan-09,"115,814","150,558","173,720",
26-Jan-09,"108,887","141,554","163,331",
26-Jan-09,"112,389","146,105","168,583",
26-Jan-09,"110,490","143,637","165,735",
27-Jan-09,"110,444","143,577","165,666",
27-Jan-09,"112,069","145,689","168,103",
27-Jan-09,"114,645","149,038","171,967",
27-Jan-09,"114,165","148,414","171,247",
27-Jan-09,"112,969","146,859","169,453",
27-Jan-09,"109,194","141,953","163,792",
27-Jan-09,"111,585","145,061","167,378",
27-Jan-09,"115,809","150,551","173,713",
27-Jan-09,"110,017","143,022","165,026",
27-Jan-09,"114,523","148,880","171,784",
27-Jan-09,"108,066","140,486","162,099",
27-Jan-09,"115,915","150,689","173,872",
28-Jan-09,"111,965","145,554","167,947",
28-Jan-09,"110,915","144,190","166,373",
28-Jan-09,"115,233","149,804","172,850",
28-Jan-09,"107,621","139,908","161,432",
28-Jan-09,"109,260","142,038","163,890",
28-Jan-09,"110,390","143,507","165,585",
28-Jan-09,"108,997","141,696","163,496",
28-Jan-09,"115,197","149,756","172,796",
28-Jan-09,"109,218","141,983","163,827",
28-Jan-09,"110,824","144,071","166,236",
28-Jan-09,"107,939","140,321","161,909",
28-Jan-09,"110,689","143,896","166,034",
28-Jan-09,"111,834","145,385","167,751",
28-Jan-09,"107,634","139,924","161,451",
29-Jan-09,"107,862","140,220","161,793",
29-Jan-09,"108,717","141,333","163,076",
29-Jan-09,"112,829","146,677","169,243",
29-Jan-09,"111,297","144,686","166,945",
29-Jan-09,"108,337","140,839","162,506",
29-Jan-09,"109,161","141,909","163,741",
29-Jan-09,"113,170","147,121","169,755",
29-Jan-09,"107,632","139,922","161,448",
29-Jan-09,"107,937","140,319","161,906",
29-Jan-09,"113,617","147,702","170,426",
29-Jan-09,"110,731","143,950","166,096",
29-Jan-09,"112,975","146,868","169,463",
30-Jan-09,"111,480","144,924","167,220",
30-Jan-09,"114,180","148,433","171,269",
30-Jan-09,"115,633","150,323","173,450",
30-Jan-09,"113,149","147,093","169,723",
30-Jan-09,"109,923","142,900","164,885",
30-Jan-09,"113,711","147,825","170,567",
30-Jan-09,"110,423","143,550","165,634",
30-Jan-09,"110,056","143,073","165,084",
30-Jan-09,"109,836","142,786","164,753",
30-Jan-09,"112,895","146,764","169,343",
30-Jan-09,"107,360","139,568","161,040",
30-Jan-09,"114,047","148,261","171,071",
30-Jan-09,"107,761","140,089","161,641",
31-Jan-09,"110,458","143,595","165,686",
31-Jan-09,"107,729","140,048","161,594",
31-Jan-09,"113,079","147,003","169,619",
31-Jan-09,"107,912","140,285","161,868",
31-Jan-09,"109,605","142,486","164,407",
31-Jan-09,"107,334","139,534","161,001",
31-Jan-09,"115,644","150,337","173,466",
31-Jan-09,"110,579","143,753","165,868",
31-Jan-09,"109,739","142,661","164,609",
31-Jan-09,"109,825","142,772","164,737",
31-Jan-09,"110,269","143,350","165,404",
31-Jan-09,"109,879","142,843","164,819",
31-Jan-09,"114,048","148,263","171,072",
31-Jan-09,"110,513","143,667","165,770",
5-Feb-09,"108,157","140,604","162,235",
5-Feb-09,"109,039","141,751","163,559",
5-Feb-09,"113,411","147,434","170,116",
5-Feb-09,"114,214","148,478","171,321",
6-Feb-09,"110,055","143,072","165,083",
6-Feb-09,"114,407","148,729","171,611",
6-Feb-09,"109,579","142,453","164,369",
6-Feb-09,"108,552","141,118","162,828",
6-Feb-09,"107,277","139,460","160,916",
6-Feb-09,"111,530","144,990","167,296",
6-Feb-09,"115,992","150,790","173,989",
6-Feb-09,"114,544","148,907","171,816",
6-Feb-09,"108,800","141,439","163,199",
6-Feb-09,"115,315","149,910","172,973",
6-Feb-09,"108,715","141,329","163,072",
6-Feb-09,"111,143","144,485","166,714",
6-Feb-09,"109,353","142,159","164,030",
6-Feb-09,"111,661","145,159","167,491",
7-Feb-09,"112,102","145,733","168,153",
7-Feb-09,"117,616","152,900","176,423",
7-Feb-09,"113,919","148,094","170,878",
7-Feb-09,"109,725","142,642","164,587",
7-Feb-09,"116,740","151,762","175,110",
7-Feb-09,"109,386","142,202","164,079",
7-Feb-09,"111,972","145,563","167,957",
7-Feb-09,"111,698","145,207","167,547",
7-Feb-09,"114,463","148,802","171,694",
7-Feb-09,"109,872","142,833","164,808",
7-Feb-09,"114,705","149,116","172,057",
7-Feb-09,"107,869","140,229","161,803",
7-Feb-09,"114,184","148,439","171,276",
7-Feb-09,"112,949","146,834","169,424",
8-Feb-09,"107,202","139,363","160,803",
8-Feb-09,"114,571","148,942","171,856",
8-Feb-09,"114,026","148,234","171,039",
8-Feb-09,"108,887","141,553","163,330",
8-Feb-09,"110,199","143,258","165,298",
8-Feb-09,"113,846","148,000","170,769",
8-Feb-09,"114,946","149,430","172,419",
8-Feb-09,"109,656","142,553","164,485",
8-Feb-09,"114,523","148,880","171,784",
8-Feb-09,"111,432","144,862","167,148",
8-Feb-09,"115,103","149,635","172,655",
8-Feb-09,"117,394","152,612","176,091",
8-Feb-09,"115,078","149,601","172,616",
8-Feb-09,"116,749","151,773","175,123",
9-Feb-09,"117,200","152,361","175,801",
9-Feb-09,"110,705","143,916","166,057",
9-Feb-09,"109,369","142,179","164,053",
9-Feb-09,"113,074","146,996","169,610",
9-Feb-09,"108,173","140,625","162,259",
9-Feb-09,"111,013","144,317","166,520",
9-Feb-09,"113,303","147,294","169,954",
9-Feb-09,"108,094","140,522","162,141",
9-Feb-09,"109,067","141,788","163,601",
9-Feb-09,"113,354","147,360","170,031",
9-Feb-09,"108,204","140,666","162,306",
9-Feb-09,"117,039","152,150","175,558",
9-Feb-09,"112,748","146,572","169,122",
9-Feb-09,"107,218","139,383","160,827",
10-Feb-09,"111,278","144,661","166,916",
10-Feb-09,"114,189","148,445","171,283",
10-Feb-09,"109,855","142,812","164,783",
10-Feb-09,"107,948","140,332","161,921",
10-Feb-09,"111,314","144,708","166,971",
10-Feb-09,"108,016","140,420","162,024",
10-Feb-09,"110,642","143,834","165,963",
10-Feb-09,"113,057","146,974","169,586",
10-Feb-09,"113,195","147,154","169,793",
10-Feb-09,"114,190","148,447","171,286",
10-Feb-09,"115,773","150,505","173,660",
10-Feb-09,"107,743","140,066","161,615",
10-Feb-09,"109,257","142,035","163,886",
10-Feb-09,"108,334","140,834","162,501",
11-Feb-09,"109,089","141,816","163,634",
11-Feb-09,"115,704","150,415","173,555",
11-Feb-09,"110,367","143,477","165,551",
11-Feb-09,"107,765","140,094","161,647",
11-Feb-09,"110,494","143,642","165,741",
11-Feb-09,"116,420","151,346","174,629",
11-Feb-09,"116,583","151,557","174,874",
11-Feb-09,"114,300","148,590","171,450",
11-Feb-09,"114,589","148,966","171,884",
11-Feb-09,"109,623","142,510","164,435",
11-Feb-09,"109,058","141,776","163,587",
11-Feb-09,"107,121","139,257","160,681",
11-Feb-09,"109,335","142,135","164,002",
11-Feb-09,"112,360","146,068","168,540",
12-Feb-09,"112,667","146,467","169,000",
12-Feb-09,"111,117","144,453","166,676",
12-Feb-09,"111,799","145,339","167,699",
12-Feb-09,"114,173","148,425","171,260",
12-Feb-09,"116,860","151,917","175,289",
12-Feb-09,"117,692","153,000","176,538",
12-Feb-09,"113,684","147,789","170,526",
12-Feb-09,"107,467","139,708","161,201",
12-Feb-09,"108,026","140,434","162,040",
12-Feb-09,"114,839","149,291","172,259",
12-Feb-09,"107,754","140,080","161,631",
12-Feb-09,"116,628","151,616","174,942",
12-Feb-09,"116,951","152,037","175,427",
12-Feb-09,"116,778","151,812","175,168",
13-Feb-09,"108,490","141,037","162,735",
13-Feb-09,"107,828","140,176","161,742",
13-Feb-09,"111,754","145,281","167,632",
13-Feb-09,"110,826","144,074","166,239",
13-Feb-09,"107,511","139,765","161,267",
13-Feb-09,"111,410","144,832","167,114",
13-Feb-09,"113,854","148,010","170,781",
13-Feb-09,"111,733","145,253","167,599",
13-Feb-09,"112,530","146,289","168,795",
13-Feb-09,"111,658","145,155","167,487",
13-Feb-09,"110,041","143,053","165,061",
13-Feb-09,"115,562","150,231","173,343",
13-Feb-09,"116,192","151,050","174,288",
13-Feb-09,"113,206","147,168","169,809",
14-Feb-09,"112,645","146,439","168,968",
14-Feb-09,"110,463","143,602","165,695",
14-Feb-09,"111,325","144,723","166,988",
14-Feb-09,"109,542","142,404","164,313",
14-Feb-09,"107,278","139,462","160,918",
14-Feb-09,"113,157","147,105","169,736",
14-Feb-09,"107,577","139,851","161,366",
14-Feb-09,"114,913","149,387","172,369",
14-Feb-09,"115,468","150,108","173,201",
14-Feb-09,"108,466","141,006","162,700",
14-Feb-09,"109,543","142,406","164,314",
14-Feb-09,"114,099","148,328","171,148",
14-Feb-09,"111,759","145,287","167,638",
14-Feb-09,"110,105","143,136","165,157",
15-Feb-09,"114,106","148,337","171,158",
15-Feb-09,"110,437","143,568","165,656",
15-Feb-09,"116,647","151,642","174,971",
15-Feb-09,"108,752","141,377","163,128",
15-Feb-09,"115,999","150,798","173,998",
15-Feb-09,"115,912","150,685","173,868",
15-Feb-09,"110,691","143,899","166,037",
15-Feb-09,"110,918","144,194","166,377",
15-Feb-09,"108,903","141,574","163,354",
15-Feb-09,"114,857","149,315","172,286",
15-Feb-09,"111,362","144,770","167,042",
15-Feb-09,"108,201","140,662","162,302",
15-Feb-09,"117,572","152,843","176,358",
15-Feb-09,"112,197","145,856","168,295",
16-Feb-09,"115,780","150,514","173,670",
16-Feb-09,"111,534","144,994","167,301",
16-Feb-09,"112,151","145,797","168,227",
16-Feb-09,"113,999","148,198","170,998",
16-Feb-09,"107,360","139,567","161,039",
16-Feb-09,"114,592","148,970","171,888",
16-Feb-09,"109,650","142,546","164,476",
16-Feb-09,"116,740","151,762","175,110",
16-Feb-09,"109,380","142,194","164,070",
16-Feb-09,"116,493","151,441","174,740",
16-Feb-09,"112,703","146,514","169,055",
16-Feb-09,"117,095","152,223","175,642",
16-Feb-09,"108,212","140,676","162,318",
16-Feb-09,"112,133","145,773","168,200",
17-Feb-09,"112,484","146,229","168,726",
17-Feb-09,"111,015","144,319","166,522",
17-Feb-09,"115,777","150,510","173,665",
17-Feb-09,"111,337","144,738","167,005",
17-Feb-09,"109,618","142,504","164,428",
17-Feb-09,"108,336","140,836","162,503",
